title,created_utc,score,num_comments,comments
Chamath Palihapitiya says Elon Musk is the 'most important entrepreneur of our generation',2017-12-12 17:25:39+00:00,273,11,"[{'author': 'Doobly_Baggo', 'body': 'I just hope we get more people like him', 'score': 27}, {'author': 'mistalanious', 'body': 'Captain Obvious', 'score': 7}, {'author': 'TheLastBreadi', 'body': 'Well no shit. Elon Musk is high risk high reward with purpose.', 'score': 8}]"
Chamath Palihapitiya : I would Never Bet Against Elon Musk. He's A Genius!,2020-07-28 21:34:15+00:00,31,1,"[{'author': 'vita_man', 'body': ""An old interview, but a good one. Back when things were looking turbulent for Tesla, this guy didn't let the shorts, FUD and naysayers convince him otherwise, he saw where Tesla was going. If only he had bought the common stock as well, he would be rolling in dough now."", 'score': 2}]"
