date,beta,close,volume,open
2024-12-24,1.03,439.33,7160000.0,434.65
2024-12-23,1.03,435.25,19150000.0,436.74
2024-12-20,1.03,436.6,64260000.00000001,433.11
2024-12-19,1.03,437.03,22960000.0,441.62
2024-12-18,1.03,437.39,24440000.0,451.32
2024-12-17,1.03,454.46,22730000.0,451.01
2024-12-16,1.03,451.59,23600000.0,447.27
2024-12-13,1.03,447.27,20180000.0,448.43
2024-12-12,1.03,449.56,20830000.0,449.11
2024-12-11,1.03,448.99,19200000.0,444.05
2024-12-10,1.03,443.33,18470000.0,444.39
2024-12-09,1.03,446.02,19140000.0,442.6
2024-12-06,1.03,443.57,18820000.0,442.3
2024-12-05,1.03,442.62,21700000.0,437.92
2024-12-04,1.03,437.42,26010000.0,433.03
2024-12-03,1.03,431.2,18300000.0,429.84
2024-12-02,1.03,430.98,20210000.0,421.57
2024-11-29,1.03,423.46,16270000.0,420.09
2024-11-27,1.03,422.99,18330000.0,425.11
2024-11-26,1.03,427.99,23460000.0,419.58
2024-11-25,1.03,418.79,27690000.0,418.38
2024-11-22,1.03,417.0,24810000.0,411.36
2024-11-21,1.03,412.87,20780000.0,419.5
2024-11-20,1.03,415.49,19190000.0,416.87
2024-11-19,1.03,417.79,18130000.0,413.11
2024-11-18,1.03,415.76,24740000.0,414.87
2024-11-15,1.03,415.0,28250000.0,419.82
2024-11-14,1.03,426.89,30250000.0,425.0
2024-11-13,1.03,425.2,21500000.0,421.64
2024-11-12,1.03,423.03,19400000.0,418.25
2024-11-11,1.03,418.01,24500000.0,422.52
2024-11-08,1.03,422.54,16890000.0,425.32
2024-11-07,1.03,425.43,19900000.0,421.28
2024-11-06,1.03,420.18,26680000.0,412.42
2024-11-05,1.03,411.46,17630000.0,408.37
2024-11-04,1.03,408.46,19670000.0,409.8
2024-11-01,1.03,410.37,24230000.0,409.01
2024-10-31,1.03,406.35,53970000.0,415.36
2024-10-30,1.03,432.53,29750000.0,437.43
2024-10-29,1.03,431.95,17640000.0,428.0
2024-10-28,1.03,426.59,14880000.0,431.65
2024-10-25,1.03,428.15,16900000.0,426.76
2024-10-24,1.03,424.73,13580000.0,425.33
2024-10-23,1.03,424.6,19650000.0,430.86
2024-10-22,1.03,427.51,25480000.0,418.49
2024-10-21,1.03,418.78,14210000.0,416.12
2024-10-18,1.03,418.16,17150000.0,417.14
2024-10-17,1.03,416.72,14820000.0,422.36
2024-10-16,1.03,416.12,15510000.0,415.17
2024-10-15,1.03,418.74,18900000.0,422.18
2024-10-14,1.03,419.14,16649999.999999998,417.77
2024-10-11,1.03,416.32,14140000.0,416.14
2024-10-10,1.03,415.84,13850000.0,415.23
2024-10-09,1.03,417.46,14970000.0,415.86
2024-10-08,1.03,414.71,19230000.0,410.9
2024-10-07,1.03,409.54,20920000.0,416.0
2024-10-04,1.03,416.06,19190000.0,418.24
2024-10-03,1.03,416.54,13690000.0,417.63
2024-10-02,1.03,417.13,16579999.999999998,422.58
2024-10-01,1.03,420.69,19090000.0,428.45
